country,code,year,emissions/capita,gdp/capita,population,continent
Spain,ESP,1949,1.2848805,3435,27827617,Europe
Spain,ESP,1950,1.1769071,3464,28069696,Europe
Spain,ESP,1946,1.0356601,3473,27119742,Europe
Spain,ESP,1948,1.1857598,3478,27588824,Europe
Spain,ESP,1947,1.1395991,3513,27353278,Europe
Spain,ESP,1924,0.8323372,3518,22093919,Europe
Spain,ESP,1943,0.902326,3551,26431030,Europe
Spain,ESP,1926,0.8155071,3650,22536404,Europe
Spain,ESP,1944,0.9674437,3676,26658635,Europe
Spain,ESP,1933,0.7755885,3690,24118905,Europe
Spain,ESP,1925,0.8538459,3725,22314065,Europe
Spain,ESP,1934,0.8315423,3783,24346811,Europe
Spain,ESP,1931,0.951981,3787,23667105,Europe
Spain,ESP,1951,1.1740009,3790,28207082,Europe
Spain,ESP,1935,0.9136566,3806,24576871,Europe
Spain,ESP,1932,0.886271,3856,23893132,Europe
Spain,ESP,1928,0.9356608,3907,22987751,Europe
Spain,ESP,1930,1.0083394,3923,23440849,Europe
Spain,ESP,1927,0.9421994,3959,22760959,Europe
Spain,ESP,1953,1.3596464,4066,28633540,Europe
Spain,ESP,1952,1.3238144,4105,28404774,Europe
Spain,ESP,1929,1.0325412,4173,23214389,Europe
Spain,ESP,1954,1.3763365,4328,28862382,Europe
Spain,ESP,1955,1.3841319,4442,29095376,Europe
Spain,ESP,1956,1.4433476,4769,29329782,Europe
Spain,ESP,1957,1.6976907,4900,29577444,Europe
Spain,ESP,1960,1.606596,5037,30415594,Europe
Spain,ESP,1959,1.7272984,5085,30150510,Europe
Spain,ESP,1958,1.8713192,5176,29857444,Europe
Spain,ESP,1961,1.7454768,5587,30711868,Europe
Spain,ESP,1962,1.9314257,6083,31052630,Europe
Spain,ESP,1963,1.8714753,6639,31388554,Europe
Spain,ESP,1964,2.026097,6945,31747644,Europe
Spain,ESP,1965,2.211647,7420,32112016,Europe
Spain,ESP,1966,2.3909914,7881,32462272,Europe
Spain,ESP,1967,2.6328208,8215,32814224,Europe
Spain,ESP,1968,2.925944,8606,33157582,Europe
Spain,ESP,1969,2.8893511,9307,33480508,Europe
Spain,ESP,1970,3.4553838,9511,33792624,Europe
Spain,ESP,1971,3.7634022,9894,34133624,Europe
Spain,ESP,1972,4.1928296,10796,34515176,Europe
Spain,ESP,1973,4.440274,11638,34898152,Europe
Spain,ESP,1974,4.88724,12388,35329900,Europe
Spain,ESP,1975,5.062959,12621,35760432,Europe
Spain,ESP,1976,5.4718046,13053,36139072,Europe
Spain,ESP,1977,5.335871,13342,36513080,Europe
Spain,ESP,1978,5.4119487,13573,36865440,Europe
Spain,ESP,1979,5.451793,13681,37188964,Europe
Spain,ESP,1981,5.458252,13895,37758648,Europe
Spain,ESP,1980,5.705586,14008,37491664,Europe
Spain,ESP,1982,5.492016,14045,37982144,Europe
Spain,ESP,1983,5.3297462,14237,38169764,Europe
Spain,ESP,1984,5.156994,14308,38329928,Europe
Spain,ESP,1985,5.196813,14690,38471924,Europe
Spain,ESP,1986,4.900459,15237,38590808,Europe
Spain,ESP,1987,4.897541,16268,38694532,Europe
Spain,ESP,1988,5.0915194,17272,38781724,Europe
Spain,ESP,1989,5.7889557,18359,38847320,Europe
Spain,ESP,1990,5.948293,19215,38889888,Europe
Spain,ESP,1991,6.1818576,19958.06,38997064,Europe
Spain,ESP,1993,6.1211467,20056.54,39420540,Europe
Spain,ESP,1992,6.375635,20329.168,39202248,Europe
Spain,ESP,1994,6.405348,20673.955,39623732,Europe
Spain,ESP,1995,6.7205915,21522.098,39814568,Europe
Spain,ESP,1996,6.376788,22185.066,39996476,Europe
Spain,ESP,1997,6.659769,23113.615,40180048,Europe
Spain,ESP,1998,6.8426285,24284.861,40362356,Europe
Spain,ESP,1999,7.392838,25549.54,40542232,Europe
Spain,ESP,2000,7.6500244,26994.86,40741652,Europe
Spain,ESP,2001,7.655548,28153.553,40966448,Europe
Spain,ESP,2002,8.046027,28753.322,41477652,Europe
Spain,ESP,2003,8.004824,29371.865,42230268,Europe
Spain,ESP,2004,8.259559,30088.092,42959672,Europe
Spain,ESP,2016,5.621024,30110,46473320,Europe
Spain,ESP,2013,5.4309855,30280,46603460,Europe
Spain,ESP,2012,5.9753714,30699,46756084,Europe
Spain,ESP,2014,5.497936,30819,46464548,Europe
Spain,ESP,2005,8.47116,30885.602,43685372,Europe
Spain,ESP,2017,5.9044347,30908.12,46584168,Europe
Spain,ESP,2018,5.771329,31496.52,46792044,Europe
Spain,ESP,2011,6.101796,31600,46729232,Europe
Spain,ESP,2009,6.4214387,31669.691,46367772,Europe
Spain,ESP,2010,6.104053,31786.404,46572776,Europe
Spain,ESP,2015,5.861658,31847,46431344,Europe
Spain,ESP,2006,8.129162,31907.424,44422824,Europe
Spain,ESP,2007,8.155138,32735.434,45245784,Europe
Spain,ESP,2008,7.3353877,32844.324,45966544,Europe
Spain,ESP,2020,4.504277,,47363808,Europe
Spain,ESP,2021,4.9202914,,47486932,Europe
Spain,ESP,2019,5.343047,,47131372,Europe
United Kingdom,GBR,1921,6.788965,6792,46584515,Europe
United Kingdom,GBR,1920,9.997545,7017,46564792,Europe
United Kingdom,GBR,1922,9.097927,7391,46546526,Europe
United Kingdom,GBR,1923,9.684494,7587,46450703,Europe
United Kingdom,GBR,1919,9.703177,7605,46487478,Europe
United Kingdom,GBR,1910,10.398629,7718,44723743,Europe
United Kingdom,GBR,1924,10.154396,7844,46355077,Europe
United Kingdom,GBR,1926,5.2776713,7868,46164416,Europe
United Kingdom,GBR,1911,10.590891,7874,44990527,Europe
United Kingdom,GBR,1912,9.978557,7954,45217688,Europe
United Kingdom,GBR,1914,10.485616,8131,45592500,Europe
United Kingdom,GBR,1931,8.8461685,8190,46081427,Europe
United Kingdom,GBR,1925,9.612562,8199,46259648,Europe
United Kingdom,GBR,1932,8.465462,8206,46248173,Europe
United Kingdom,GBR,1913,10.86069,8212,45404707,Europe
United Kingdom,GBR,1933,8.3434105,8411,46480802,Europe
United Kingdom,GBR,1927,10.018853,8472,46069379,Europe
United Kingdom,GBR,1928,9.413679,8539,45974538,Europe
United Kingdom,GBR,1918,9.960041,8630,46352692,Europe
United Kingdom,GBR,1915,10.576792,8639,45781070,Europe
United Kingdom,GBR,1917,10.736765,8665,46160552,Europe
United Kingdom,GBR,1930,9.4863405,8673,45980369,Europe
United Kingdom,GBR,1916,10.90996,8702,45970420,Europe
United Kingdom,GBR,1929,9.915558,8772,45944804,Europe
United Kingdom,GBR,1934,8.958943,8939,46714602,Europe
United Kingdom,GBR,1935,9.038448,9244,46949578,Europe
United Kingdom,GBR,1936,9.510645,9620,47185735,Europe
United Kingdom,GBR,1937,9.76197,9911,47423081,Europe
United Kingdom,GBR,1939,9.343076,9982,47890226,Europe
United Kingdom,GBR,1938,9.314929,9988,47661620,Europe
United Kingdom,GBR,1947,9.222285,10527,49462466,Europe
United Kingdom,GBR,1946,8.753415,10751,49271606,Europe
United Kingdom,GBR,1948,9.471385,10753,49654066,Europe
United Kingdom,GBR,1940,9.766988,10928,48108804,Europe
United Kingdom,GBR,1950,10.004824,11061,50055068,Europe
United Kingdom,GBR,1949,9.623215,11088,49851583,Europe
United Kingdom,GBR,1945,8.414498,11247,49081483,Europe
United Kingdom,GBR,1952,10.472578,11303,50484812,Europe
United Kingdom,GBR,1951,10.846073,11354,50271908,Europe
United Kingdom,GBR,1953,10.649034,11709,50728620,Europe
United Kingdom,GBR,1944,8.940624,11803,48892093,Europe
United Kingdom,GBR,1941,9.612435,11926,48317261,Europe
United Kingdom,GBR,1954,10.849724,12145,50969936,Europe
United Kingdom,GBR,1942,9.5578375,12176,48515502,Europe
United Kingdom,GBR,1943,9.235073,12344,48703433,Europe
United Kingdom,GBR,1955,11.270068,12541,51193272,Europe
United Kingdom,GBR,1956,11.168912,12639,51421616,Europe
United Kingdom,GBR,1958,10.706449,12698,51960820,Europe
United Kingdom,GBR,1957,11.042717,12779,51682404,Europe
United Kingdom,GBR,1959,10.463034,13134,52241648,Europe
United Kingdom,GBR,1960,11.115082,13780,52543024,Europe
United Kingdom,GBR,1961,11.135089,14118,52861256,Europe
United Kingdom,GBR,1962,11.148759,14131,53183636,Europe
United Kingdom,GBR,1963,11.276441,14583,53508520,Europe
United Kingdom,GBR,1964,11.285723,15251,53861504,Europe
United Kingdom,GBR,1965,11.471816,15545,54229568,Europe
United Kingdom,GBR,1966,11.328242,15757,54560504,Europe
United Kingdom,GBR,1967,10.788927,16018,54876360,Europe
United Kingdom,GBR,1968,10.99323,16593,55169252,Europe
United Kingdom,GBR,1969,11.338446,16820,55420524,Europe
United Kingdom,GBR,1970,11.726424,17162,55650160,Europe
United Kingdom,GBR,1971,11.818837,17440,55875904,Europe
United Kingdom,GBR,1972,11.560065,18002,56057324,Europe
United Kingdom,GBR,1975,10.72118,18884,56266852,Europe
United Kingdom,GBR,1974,10.975319,18903,56233776,Europe
United Kingdom,GBR,1973,11.743219,19168,56166632,Europe
United Kingdom,GBR,1976,10.63796,19311,56263232,Europe
United Kingdom,GBR,1977,10.7451935,19740,56244844,Europe
United Kingdom,GBR,1981,9.939641,20319,56395848,Europe
United Kingdom,GBR,1978,10.752227,20448,56240768,Europe
United Kingdom,GBR,1980,10.280013,20612,56326328,Europe
United Kingdom,GBR,1982,9.711942,20650,56450132,Europe
United Kingdom,GBR,1979,11.454919,20988,56265152,Europe
United Kingdom,GBR,1983,9.654327,21366,56501616,Europe
United Kingdom,GBR,1984,9.353447,21869,56568252,Europe
United Kingdom,GBR,1985,9.879896,22579,56643040,Europe
United Kingdom,GBR,1986,10.023534,23498,56721912,Europe
United Kingdom,GBR,1987,10.059909,24536,56826320,Europe
United Kingdom,GBR,1988,10.013473,25679,56952648,Europe
United Kingdom,GBR,1992,10.326097,25790.186,57509240,Europe
United Kingdom,GBR,1991,10.624451,25792.014,57359452,Europe
United Kingdom,GBR,1989,10.1894865,26164,57076096,Europe
United Kingdom,GBR,1990,10.521594,26189,57210444,Europe
United Kingdom,GBR,1993,10.054433,26349.342,57647464,Europe
United Kingdom,GBR,1994,9.933512,27277.543,57785900,Europe
United Kingdom,GBR,1995,9.773094,27861.215,57930364,Europe
United Kingdom,GBR,1996,10.102876,28472.248,58078584,Europe
United Kingdom,GBR,1997,9.660194,29259.764,58250192,Europe
United Kingdom,GBR,1998,9.728953,30077.385,58438320,Europe
United Kingdom,GBR,1999,9.57871,30932.537,58635204,Europe
United Kingdom,GBR,2000,9.669214,31946.037,58850044,Europe
United Kingdom,GBR,2001,9.780857,32660.441,59092016,Europe
United Kingdom,GBR,2002,9.439251,33271.3,59355688,Europe
United Kingdom,GBR,2003,9.5829115,34232.426,59649800,Europe
United Kingdom,GBR,2009,7.938317,34402.36,62243384,Europe
United Kingdom,GBR,2010,8.156536,34754.473,62760048,Europe
United Kingdom,GBR,2004,9.557823,34865.78,59995852,Europe
United Kingdom,GBR,2011,7.422031,34971,63286360,Europe
United Kingdom,GBR,2012,7.6396565,35185,63808728,Europe
United Kingdom,GBR,2013,7.4275928,35618,64302296,Europe
United Kingdom,GBR,2005,9.4452305,35623.625,60383740,Europe
United Kingdom,GBR,2006,9.338998,36214.07,60803700,Europe
United Kingdom,GBR,2008,8.825938,36264.79,61742152,Europe
United Kingdom,GBR,2014,6.774484,36436,64773504,Europe
United Kingdom,GBR,2007,9.134187,36816.676,61260680,Europe
United Kingdom,GBR,2015,6.4770393,36941,65224368,Europe
United Kingdom,GBR,2016,6.0837545,37334,65655204,Europe
United Kingdom,GBR,2017,5.8634415,37782.83,66064808,Europe
United Kingdom,GBR,2018,5.7159815,38058.086,66432996,Europe
United Kingdom,GBR,2020,4.8652816,,67059472,Europe
United Kingdom,GBR,2021,5.1540995,,67281040,Europe
United Kingdom,GBR,2019,5.4621234,,66778660,Europe
